Unnamed: 0,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
113,Algeria,Wheat,1992,0.019724271085562926,0.011915961116337408,0.0033047929245134753,0.5100511073253834
114,Algeria,Maize,1993,0.024832356660456915,0.011915961116337408,0.0027784427321310935,0.5349233390119251
115,Algeria,Potatoes,1993,0.22172601832607977,0.011915961116337408,0.0027784427321310935,0.5349233390119251
116,Algeria,"Rice, paddy",1993,0.04599670497564634,0.011915961116337408,0.0027784427321310935,0.5349233390119251
117,Algeria,Sorghum,1993,0.09962861166183316,0.011915961116337408,0.0027784427321310935,0.5349233390119251
118,Algeria,Wheat,1993,0.016050279039895324,0.011915961116337408,0.0027784427321310935,0.5349233390119251
119,Algeria,Maize,1994,0.008899757061763757,0.011915961116337408,0.003412330635582404,0.5649063032367974
120,Algeria,Potatoes,1994,0.18953969387388753,0.011915961116337408,0.003412330635582404,0.5649063032367974
121,Algeria,"Rice, paddy",1994,0.042532142443982596,0.011915961116337408,0.003412330635582404,0.5649063032367974
122,Algeria,Wheat,1994,0.015854811493491727,0.011915961116337408,0.003412330635582404,0.5649063032367974
123,Algeria,Maize,1995,0.032042715642589585,0.011915961116337408,0.0073333649466107214,0.5471890971039183
124,Algeria,Potatoes,1995,0.2726931837674176,0.011915961116337408,0.0073333649466107214,0.5471890971039183
125,Algeria,"Rice, paddy",1995,0.03898979180711742,0.011915961116337408,0.0073333649466107214,0.5471890971039183
126,Algeria,Sorghum,1995,0.025165449316063043,0.011915961116337408,0.0073333649466107214,0.5471890971039183
127,Algeria,Wheat,1995,0.017699785783525674,0.011915961116337408,0.0073333649466107214,0.5471890971039183
128,Algeria,Maize,1996,0.03411507054782772,0.011915961116337408,0.0013044011663994218,0.5267461669505964
129,Algeria,Potatoes,1996,0.26842680538213903,0.011915961116337408,0.0013044011663994218,0.5267461669505964
130,Algeria,"Rice, paddy",1996,0.035525229275453665,0.011915961116337408,0.0013044011663994218,0.5267461669505964
131,Algeria,Sorghum,1996,0.029320131960539488,0.011915961116337408,0.0013044011663994218,0.5267461669505964
132,Algeria,Wheat,1996,0.026009151072478566,0.011915961116337408,0.0013044011663994218,0.5267461669505964
133,Algeria,Maize,1997,0.04261790881638417,0.011915961116337408,0.0010908212117985536,0.5635434412265758
134,Algeria,Potatoes,1997,0.2812179622707744,0.011915961116337408,0.0010908212117985536,0.5635434412265758
135,Algeria,"Rice, paddy",1997,0.029818773660548664,0.011915961116337408,0.0010908212117985536,0.5635434412265758
136,Algeria,Sorghum,1997,0.07968294366146617,0.011915961116337408,0.0010908212117985536,0.5635434412265758
137,Algeria,Wheat,1997,0.01588871912909235,0.011915961116337408,0.0010908212117985536,0.5635434412265758
138,Algeria,Maize,1998,0.034250701090230214,0.011915961116337408,0.000877703492618209,0.5396933560477003
139,Algeria,Potatoes,1998,0.31954156876667955,0.011915961116337408,0.000877703492618209,0.5396933560477003
140,Algeria,"Rice, paddy",1998,0.029818773660548664,0.011915961116337408,0.000877703492618209,0.5396933560477003
141,Algeria,Sorghum,1998,0.048767158260897316,0.011915961116337408,0.000877703492618209,0.5396933560477003
142,Algeria,Wheat,1998,0.01754620413992285,0.011915961116337408,0.000877703492618209,0.5396933560477003
143,Algeria,Maize,1999,0.04452870381081933,0.011915961116337408,0.0017793616561470947,0.5679727427597956
144,Algeria,Potatoes,1999,0.3061301016032328,0.011915961116337408,0.0017793616561470947,0.5679727427597956
145,Algeria,"Rice, paddy",1999,0.027708521986109836,0.011915961116337408,0.0017793616561470947,0.5679727427597956
146,Algeria,Sorghum,1999,0.05375357526098907,0.011915961116337408,0.0017793616561470947,0.5679727427597956
147,Algeria,Wheat,1999,0.02126407665519126,0.011915961116337408,0.0017793616561470947,0.5679727427597956
148,Algeria,Maize,2000,0.07207566588612618,0.011915961116337408,0.0016412892170047382,0.565587734241908
149,Algeria,Potatoes,2000,0.33128358351849563,0.011915961116337408,0.0016412892170047382,0.565587734241908
150,Algeria,"Rice, paddy",2000,0.025933357534077172,0.011915961116337408,0.0016412892170047382,0.565587734241908
151,Algeria,Sorghum,2000,0.13852266426254883,0.011915961116337408,0.0016412892170047382,0.565587734241908
152,Algeria,Wheat,2000,0.018238318819535585,0.011915961116337408,0.0016412892170047382,0.565587734241908
153,Algeria,Maize,2001,0.05410262445099549,0.011915961116337408,0.0019307029708903708,0.5734241908006814
154,Algeria,Potatoes,2001,0.2931374934677937,0.011915961116337408,0.0019307029708903708,0.5734241908006814
155,Algeria,"Rice, paddy",2001,0.024461367235650087,0.011915961116337408,0.0019307029708903708,0.5734241908006814
156,Algeria,Sorghum,2001,0.05524950036101659,0.011915961116337408,0.0019307029708903708,0.5734241908006814
157,Algeria,Wheat,2001,0.02204794140760568,0.011915961116337408,0.0019307029708903708,0.5734241908006814
158,Algeria,Maize,2002,0.06667836812522687,0.011915961116337408,0.0022201167247760034,0.5638841567291313
159,Algeria,Potatoes,2002,0.36644979076994266,0.011915961116337408,0.0022201167247760034,0.5638841567291313
160,Algeria,"Rice, paddy",2002,0.02574786282167376,0.011915961116337408,0.0022201167247760034,0.5638841567291313
161,Algeria,Sorghum,2002,0.06751608618124229,0.011915961116337408,0.0022201167247760034,0.5638841567291313
162,Algeria,Wheat,2002,0.021319924525592285,0.011915961116337408,0.0022201167247760034,0.5638841567291313
163,Algeria,Maize,2004,0.06318588165836261,0.011915961116337408,0.010190442080868575,0.547870528109029
164,Algeria,Potatoes,2004,0.4059641536454697,0.011915961116337408,0.010190442080868575,0.547870528109029
165,Algeria,"Rice, paddy",2004,0.02548856913766899,0.011915961116337408,0.010190442080868575,0.547870528109029
166,Algeria,Sorghum,2004,0.08629692717038785,0.011915961116337408,0.010190442080868575,0.547870528109029
167,Algeria,Wheat,2004,0.026990477938096624,0.011915961116337408,0.010190442080868575,0.547870528109029
168,Algeria,Maize,2005,0.06744428177644098,0.011915961116337408,0.00995935156092551,0.5413969335604771
169,Algeria,Potatoes,2005,0.4312592498035352,0.011915961116337408,0.00995935156092551,0.5413969335604771
170,Algeria,"Rice, paddy",2005,0.02582565092687519,0.011915961116337408,0.00995935156092551,0.5413969335604771
171,Algeria,Sorghum,2005,0.0666903355260271,0.011915961116337408,0.00995935156092551,0.5413969335604771
172,Algeria,Wheat,2005,0.029932463968150757,0.011915961116337408,0.00995935156092551,0.5413969335604771
173,Algeria,Maize,2006,0.1308794842848082,0.011915961116337408,0.011177069990817285,0.5734241908006814
174,Algeria,Potatoes,2006,0.4400792241932975,0.011915961116337408,0.011177069990817285,0.5734241908006814
175,Algeria,"Rice, paddy",2006,0.025368895129666787,0.011915961116337408,0.011177069990817285,0.5734241908006814
176,Algeria,Sorghum,2006,0.11304805709248007,0.011915961116337408,0.011177069990817285,0.5734241908006814
177,Algeria,Wheat,2006,0.02995440420295116,0.011915961116337408,0.011177069990817285,0.5734241908006814
178,Algeria,Maize,2007,0.17068505391314062,0.011915961116337408,0.014657621136405235,0.5492333901192505
179,Algeria,Potatoes,2007,0.3787223602905685,0.011915961116337408,0.014657621136405235,0.5492333901192505
180,Algeria,"Rice, paddy",2007,0.026577602610489026,0.011915961116337408,0.014657621136405235,0.5492333901192505
181,Algeria,Sorghum,2007,0.23737140030556764,0.011915961116337408,0.014657621136405235,0.5492333901192505
182,Algeria,Wheat,2007,0.025315041826065796,0.011915961116337408,0.014657621136405235,0.5492333901192505
183,Algeria,Maize,2008,0.08908533155683916,0.011915961116337408,0.03142134999063022,0.5536626916524703
184,Algeria,Potatoes,2008,0.4714019012210738,0.011915961116337408,0.03142134999063022,0.5536626916524703
185,Algeria,"Rice, paddy",2008,0.027728467654110203,0.011915961116337408,0.03142134999063022,0.5536626916524703
186,Algeria,Sorghum,2008,0.1231365759670657,0.011915961116337408,0.03142134999063022,0.5536626916524703
187,Algeria,Wheat,2008,0.02191629999880326,0.011915961116337408,0.03142134999063022,0.5536626916524703
188,Algeria,Maize,2009,0.06156030971633271,0.011915961116337408,0.010517079381265802,0.5614991482112437
189,Algeria,Potatoes,2009,0.5000658207044012,0.011915961116337408,0.010517079381265802,0.5614991482112437
190,Algeria,"Rice, paddy",2009,0.029008979539733765,0.011915961116337408,0.010517079381265802,0.5614991482112437
191,Algeria,Sorghum,2009,0.18033875722531825,0.011915961116337408,0.010517079381265802,0.5614991482112437
192,Algeria,Wheat,2009,0.03176347629058445,0.011915961116337408,0.010517079381265802,0.5614991482112437
193,Algeria,Maize,2010,0.051413948404546016,0.011915961116337408,0.003523430278421252,0.5550255536626917
194,Algeria,Potatoes,2010,0.5394824498067264,0.011915961116337408,0.003523430278421252,0.5550255536626917
195,Algeria,"Rice, paddy",2010,0.03042711653455986,0.011915961116337408,0.003523430278421252,0.5550255536626917
196,Algeria,Sorghum,2010,0.060307721765909664,0.011915961116337408,0.003523430278421252,0.5550255536626917
197,Algeria,Wheat,2010,0.029495653838942718,0.011915961116337408,0.003523430278421252,0.5550255536626917
198,Algeria,Maize,2011,0.046521276044055995,0.011915961116337408,0.03769045866696308,0.561839863713799
199,Algeria,Potatoes,2011,0.5839213981115442,0.011915961116337408,0.03769045866696308,0.561839863713799
200,Algeria,"Rice, paddy",2011,0.03197490037138834,0.011915961116337408,0.03769045866696308,0.561839863713799
201,Algeria,Sorghum,2011,0.19935695166366818,0.011915961116337408,0.03769045866696308,0.561839863713799
202,Algeria,Wheat,2011,0.03461570681463693,0.011915961116337408,0.03769045866696308,0.561839863713799
203,Algeria,Maize,2012,0.05092727410533707,0.011915961116337408,0.047256012839921126,0.5659284497444634
204,Algeria,Potatoes,2012,0.6068289978099657,0.011915961116337408,0.047256012839921126,0.5659284497444634
205,Algeria,"Rice, paddy",2012,0.03314371651620985,0.011915961116337408,0.047256012839921126,0.5659284497444634
206,Algeria,Sorghum,2012,0.41078103246755837,0.011915961116337408,0.047256012839921126,0.5659284497444634
207,Algeria,Wheat,2012,0.03508243544584552,0.011915961116337408,0.047256012839921126,0.5659284497444634
208,Algeria,Maize,2013,0.06701544991443308,0.011915961116337408,0.04698109152598486,0.5570698466780238
209,Algeria,Potatoes,2013,0.6046888276335263,0.011915961116337408,0.04698109152598486,0.5570698466780238
210,Algeria,"Rice, paddy",2013,0.03535968023105062,0.011915961116337408,0.04698109152598486,0.5570698466780238
211,Algeria,Sorghum,2013,0.11957427966220016,0.011915961116337408,0.04698109152598486,0.5570698466780238
212,Algeria,Wheat,2013,0.037996497540699135,0.011915961116337408,0.04698109152598486,0.5570698466780238
213,Angola,Cassava,1990,0.08203054878510936,0.3007212292254625,0.0001739092793923812,0.777512776831346
214,Angola,Maize,1990,0.005357406424898576,0.3007212292254625,0.0001739092793923812,0.777512776831346
215,Angola,Potatoes,1990,0.07968294366146617,0.3007212292254625,0.0001739092793923812,0.777512776831346
216,Angola,"Rice, paddy",1990,0.018872591061947254,0.3007212292254625,0.0001739092793923812,0.777512776831346
217,Angola,Sweet potatoes,1990,0.17809885870887704,0.3007212292254625,0.0001739092793923812,0.777512776831346
218,Angola,Wheat,1990,0.01584683322629158,0.3007212292254625,0.0001739092793923812,0.777512776831346
219,Angola,Cassava,1991,0.08027134086747699,0.3007212292254625,0.0002146947576738965,0.7741056218057922
220,Angola,Maize,1991,0.007904468228545443,0.3007212292254625,0.0002146947576738965,0.7741056218057922
221,Angola,Potatoes,1991,0.07968294366146617,0.3007212292254625,0.0002146947576738965,0.7741056218057922
222,Angola,"Rice, paddy",1991,0.019845939660365165,0.3007212292254625,0.0002146947576738965,0.7741056218057922
223,Angola,Sweet potatoes,1991,0.1654513106298443,0.3007212292254625,0.0002146947576738965,0.7741056218057922
224,Angola,Wheat,1991,0.015856806060291766,0.3007212292254625,0.0002146947576738965,0.7741056218057922
225,Angola,Cassava,1992,0.08426047446755039,0.3007212292254625,6.242897208957274e-05,0.7720613287904601
226,Angola,Maize,1992,0.0074357450305368175,0.3007212292254625,6.242897208957274e-05,0.7720613287904601
227,Angola,Potatoes,1992,0.07968294366146617,0.3007212292254625,6.242897208957274e-05,0.7720613287904601
228,Angola,"Rice, paddy",1992,0.018062796941132355,0.3007212292254625,6.242897208957274e-05,0.7720613287904601
229,Angola,Sweet potatoes,1992,0.17941128366330117,0.3007212292254625,6.242897208957274e-05,0.7720613287904601
230,Angola,Wheat,1992,0.015856806060291766,0.3007212292254625,6.242897208957274e-05,0.7720613287904601
231,Angola,Cassava,1993,0.08426047446755039,0.3007212292254625,0.0004594076273629882,0.778534923339012
232,Angola,Maize,1993,0.005139998643694576,0.3007212292254625,0.0004594076273629882,0.778534923339012
233,Angola,Potatoes,1993,0.13951994766256717,0.3007212292254625,0.0004594076273629882,0.778534923339012
234,Angola,"Rice, paddy",1993,0.015856806060291766,0.3007212292254625,0.0004594076273629882,0.778534923339012
235,Angola,Sweet potatoes,1993,0.17561163390923126,0.3007212292254625,0.0004594076273629882,0.778534923339012
236,Angola,Wheat,1993,0.017604046577123913,0.3007212292254625,0.0004594076273629882,0.778534923339012
237,Angola,Cassava,1994,0.11677390787494864,0.3007212292254625,6.922655180315862e-05,0.774787052810903
238,Angola,Maize,1994,0.004812889688488557,0.3007212292254625,6.922655180315862e-05,0.774787052810903
239,Angola,Potatoes,1994,0.17941128366330117,0.3007212292254625,6.922655180315862e-05,0.774787052810903
240,Angola,"Rice, paddy",1994,0.01735273116031929,0.3007212292254625,6.922655180315862e-05,0.774787052810903
241,Angola,Sweet potatoes,1994,0.16583227288865132,0.3007212292254625,6.922655180315862e-05,0.774787052810903
242,Angola,Wheat,1994,0.019845939660365165,0.3007212292254625,6.922655180315862e-05,0.774787052810903
243,Angola,Cassava,1995,0.10162317846186986,0.3007212292254625,0.0009134859522305251,0.792504258943782
244,Angola,Maize,1995,0.006915163095727239,0.3007212292254625,0.0009134859522305251,0.792504258943782
245,Angola,Potatoes,1995,0.15295933876121445,0.3007212292254625,0.0009134859522305251,0.792504258943782
246,Angola,"Rice, paddy",1995,0.029050865442534535,0.3007212292254625,0.0009134859522305251,0.792504258943782
247,Angola,Sweet potatoes,1995,0.16173543268137594,0.3007212292254625,0.0009134859522305251,0.792504258943782
248,Angola,Wheat,1995,0.023545861074433242,0.3007212292254625,0.0009134859522305251,0.792504258943782
249,Angola,Cassava,1996,0.09579305970536259,0.3007212292254625,0.00010865251414195673,0.7771720613287906
250,Angola,Maize,1996,0.01384827729265481,0.3007212292254625,0.00010865251414195673,0.7771720613287906
251,Angola,Potatoes,1996,0.13951994766256717,0.3007212292254625,0.00010865251414195673,0.7771720613287906
252,Angola,"Rice, paddy",1996,0.03480519066064042,0.3007212292254625,0.00010865251414195673,0.7771720613287906
253,Angola,Sweet potatoes,1996,0.17034597755713438,0.3007212292254625,0.00010865251414195673,0.7771720613287906
254,Angola,Wheat,1996,0.02730163035890235,0.3007212292254625,0.00010865251414195673,0.7771720613287906
255,Angola,Cassava,1997,0.08807009705562048,0.3007212292254625,0.00010865251414195673,0.7754684838160136
256,Angola,Maize,1997,0.011785895221416862,0.3007212292254625,0.00010865251414195673,0.7754684838160136
257,Angola,Potatoes,1997,0.13666971170531472,0.3007212292254625,0.00010865251414195673,0.7754684838160136
258,Angola,"Rice, paddy",1997,0.03979160766073217,0.3007212292254625,0.00010865251414195673,0.7754684838160136
259,Angola,Sweet potatoes,1997,0.15567194960926437,0.3007212292254625,0.00010865251414195673,0.7754684838160136
260,Angola,Wheat,1997,0.030834008161767346,0.3007212292254625,0.00010865251414195673,0.7754684838160136
261,Angola,Cassava,1998,0.11105349029244338,0.3007212292254625,0.00010865251414195673,0.8061328790459967
262,Angola,Maize,1998,0.0146520877130696,0.3007212292254625,0.00010865251414195673,0.8061328790459967
263,Angola,Potatoes,1998,0.12500747962550016,0.3007212292254625,0.00010865251414195673,0.8061328790459967
264,Angola,"Rice, paddy",1998,0.03979160766073217,0.3007212292254625,0.00010865251414195673,0.8061328790459967
265,Angola,Sweet potatoes,1998,0.15199795756359677,0.3007212292254625,0.00010865251414195673,0.8061328790459967
266,Angola,Wheat,1998,0.03409313031302732,0.3007212292254625,0.00010865251414195673,0.8061328790459967
267,Angola,Cassava,1999,0.11921725220499359,0.3007212292254625,0.00010865251414195673,0.7860306643952302
